word,normalized_word,category
controversial,controversial,Common_English
denver,denver,Common_English
describing,describing,Common_English
differently,differently,Common_English
directions,directions,Common_English
discipline,discipline,Common_English
discussing,discussing,Common_English
disgusting,disgusting,Common_English
dj,dj,Common_English
dominant,dominant,Common_English
earning,earning,Common_English
emma,emma,Common_English
essay,essay,Common_English
expense,expense,Common_English
explaining,explaining,Common_English
furthermore,furthermore,Common_English
graphic,graphic,Common_English
greg,greg,Common_English
healing,healing,Common_English
hiring,hiring,Common_English
hosts,hosts,Common_English
implemented,implemented,Common_English
instantly,instantly,Common_English
invasion,invasion,Common_English
jacob,jacob,Common_English
jumping,jumping,Common_English
legendary,legendary,Common_English
leo,leo,Common_English
maker,maker,Common_English
margaret,margaret,Common_English
mario,mario,Common_English
opponents,opponents,Common_English
outdoor,outdoor,Common_English
parker,parker,Common_English
photograph,photograph,Common_English
pole,pole,Common_English
pub,pub,Common_English
quarters,quarters,Common_English
queensland,queensland,Common_English
rangers,rangers,Common_English
ranks,ranks,Common_English
reception,reception,Common_English
recipe,recipe,Common_English
regulatory,regulatory,Common_English
reviewed,reviewed,Common_English
rolls,rolls,Common_English
secured,secured,Common_English
serial,serial,Common_English
settings,settings,Common_English
shed,shed,Common_English
sponsored,sponsored,Common_English
stealing,stealing,Common_English
strict,strict,Common_English
subsequently,subsequently,Common_English
substance,substance,Common_English
suggestion,suggestion,Common_English
switzerland,switzerland,Common_English
syndrome,syndrome,Common_English
tasks,tasks,Common_English
trips,trips,Common_English
ultra,ultra,Common_English
unexpected,unexpected,Common_English
usage,usage,Common_English
utah,utah,Common_English
accidentally,accidentally,Common_English
affordable,affordable,Common_English
amateur,amateur,Common_English
appeals,appeals,Common_English
argentina,argentina,Common_English
baltimore,baltimore,Common_English
batman,batman,Common_English
bearing,bearing,Common_English
beats,beats,Common_English
bin,bin,Common_English
bobby,bobby,Common_English
briefly,briefly,Common_English
canal,canal,Common_English
cancelled,cancelled,Common_English
charlotte,charlotte,Common_English
cheaper,cheaper,Common_English
christopher,christopher,Common_English
climb,climb,Common_English
com,com,Common_English
competing,competing,Common_English
completion,completion,Common_English
cruise,cruise,Common_English
custody,custody,Common_English
delete,delete,Common_English
demonstrated,demonstrated,Common_English
departure,departure,Common_English
developers,developers,Common_English
developments,developments,Common_English
dig,dig,Common_English
eagles,eagles,Common_English
employer,employer,Common_English
evans,evans,Common_English
explosion,explosion,Common_English
fever,fever,Common_English
fluid,fluid,Common_English
folk,folk,Common_English
generate,generate,Common_English
gop,gop,Common_English
handsome,handsome,Common_English
ho,ho,Common_English
holidays,holidays,Common_English
hotels,hotels,Common_English
integration,integration,Common_English
integrity,integrity,Common_English
interpretation,interpretation,Common_English
legitimate,legitimate,Common_English
loads,loads,Common_English
longest,longest,Common_English
magical,magical,Common_English
mills,mills,Common_English
motivation,motivation,Common_English
nasty,nasty,Common_English
oliver,oliver,Common_English
outfit,outfit,Common_English
pension,pension,Common_English
permit,permit,Common_English
perry,perry,Common_English
plates,plates,Common_English
pleasant,pleasant,Common_English
portrait,portrait,Common_English
productive,productive,Common_English
reminds,reminds,Common_English
reserves,reserves,Common_English
ron,ron,Common_English
safely,safely,Common_English
shirts,shirts,Common_English
shorter,shorter,Common_English
slight,slight,Common_English
socialist,socialist,Common_English
streaming,streaming,Common_English
sue,sue,Common_English
targeted,targeted,Common_English
tension,tension,Common_English
thailand,thailand,Common_English
theories,theories,Common_English
touching,touching,Common_English
transactions,transactions,Common_English
twist,twist,Common_English
ugh,ugh,Common_English
unemployment,unemployment,Common_English
useless,useless,Common_English
viewers,viewers,Common_English
winds,winds,Common_English
woke,woke,Common_English
wtf,wtf,Common_English
abilities,abilities,Common_English
advocate,advocate,Common_English
aims,aims,Common_English
arc,arc,Common_English
backup,backup,Common_English
beaten,beaten,Common_English
bitter,bitter,Common_English
blown,blown,Common_English
branches,branches,Common_English
campaigns,campaigns,Common_English
chips,chips,Common_English
cia,cia,Common_English
clever,clever,Common_English
clinic,clinic,Common_English
closest,closest,Common_English
collections,collections,Common_English
continuous,continuous,Common_English
converted,converted,Common_English
correctly,correctly,Common_English
creator,creator,Common_English
creatures,creatures,Common_English
criteria,criteria,Common_English
declined,declined,Common_English
detective,detective,Common_English
difficulties,difficulties,Common_English
disability,disability,Common_English
dish,dish,Common_English
douglas,douglas,Common_English
du,du,Common_English
egyptian,egyptian,Common_English
ep,ep,Common_English
evaluation,evaluation,Common_English
excess,excess,Common_English
farming,farming,Common_English
fence,fence,Common_English
fifa,fifa,Common_English
fighters,fighters,Common_English
flights,flights,Common_English
forcing,forcing,Common_English
forming,forming,Common_English
franklin,franklin,Common_English
fred,fred,Common_English
gradually,gradually,Common_English
habits,habits,Common_English
hawaii,hawaii,Common_English
highlight,highlight,Common_English
holder,holder,Common_English
hood,hood,Common_English
hung,hung,Common_English
identical,identical,Common_English
imperial,imperial,Common_English
investigations,investigations,Common_English
jose,jose,Common_English
ken,ken,Common_English
legally,legally,Common_English
lied,lied,Common_English
listened,listened,Common_English
males,males,Common_English
manufacturer,manufacturer,Common_English
meters,meters,Common_English
nasa,nasa,Common_English
negotiations,negotiations,Common_English
nonsense,nonsense,Common_English
ontario,ontario,Common_English
operational,operational,Common_English
orleans,orleans,Common_English
owns,owns,Common_English
phoenix,phoenix,Common_English
playoffs,playoffs,Common_English
poet,poet,Common_English
quoted,quoted,Common_English
relating,relating,Common_English
repeatedly,repeatedly,Common_English
robinson,robinson,Common_English
rolled,rolled,Common_English
skip,skip,Common_English
slavery,slavery,Common_English
snap,snap,Common_English
sorts,sorts,Common_English
souls,souls,Common_English
stole,stole,Common_English
swedish,swedish,Common_English
swim,swim,Common_English
swiss,swiss,Common_English
tennessee,tennessee,Common_English
transaction,transaction,Common_English
transformation,transformation,Common_English
veteran,veteran,Common_English
vulnerable,vulnerable,Common_English
wealthy,wealthy,Common_English
additionally,additionally,Common_English
amy,amy,Common_English
attract,attract,Common_English
barbara,barbara,Common_English
beta,beta,Common_English
blowing,blowing,Common_English
bored,bored,Common_English
bug,bug,Common_English
caring,caring,Common_English
catching,catching,Common_English
cheating,cheating,Common_English
chronic,chronic,Common_English
cleared,cleared,Common_English
communicate,communicate,Common_English
convicted,convicted,Common_English
cultures,cultures,Common_English
dealt,dealt,Common_English
delayed,delayed,Common_English
demonstrate,demonstrate,Common_English
departments,departments,Common_English
depend,depend,Common_English
developer,developer,Common_English
diagnosis,diagnosis,Common_English
dismissed,dismissed,Common_English
distinguished,distinguished,Common_English
dose,dose,Common_English
eighth,eighth,Common_English
experiments,experiments,Common_English
fa,fa,Common_English
flesh,flesh,Common_English
flip,flip,Common_English
forty,forty,Common_English
generous,generous,Common_English
germans,germans,Common_English
hated,hated,Common_English
hr,hr,Common_English
implement,implement,Common_English
incorporated,incorporated,Common_English
influenced,influenced,Common_English
jerusalem,jerusalem,Common_English
kidding,kidding,Common_English
laser,laser,Common_English
loyal,loyal,Common_English
marijuana,marijuana,Common_English
md,md,Common_English
mentally,mentally,Common_English
missions,missions,Common_English
occupation,occupation,Common_English
opponent,opponent,Common_English
paintings,paintings,Common_English
patch,patch,Common_English
pic,pic,Common_English
pointing,pointing,Common_English
pollution,pollution,Common_English
precisely,precisely,Common_English
prisoner,prisoner,Common_English
privilege,privilege,Common_English
proposals,proposals,Common_English
protests,protests,Common_English
punk,punk,Common_English
radar,radar,Common_English
regards,regards,Common_English
relatives,relatives,Common_English
resist,resist,Common_English
solely,solely,Common_English
stepped,stepped,Common_English
striking,striking,Common_English
terrorists,terrorists,Common_English
tourist,tourist,Common_English
transit,transit,Common_English
trucks,trucks,Common_English
trusted,trusted,Common_English
vessels,vessels,Common_English
villa,villa,Common_English
volumes,volumes,Common_English
websites,websites,Common_English
wireless,wireless,Common_English
wondered,wondered,Common_English
wrap,wrap,Common_English
wright,wright,Common_English
adopt,adopt,Common_English
airlines,airlines,Common_English
alaska,alaska,Common_English
albums,albums,Common_English
americas,americas,Common_English
anytime,anytime,Common_English
beings,beings,Common_English
beside,beside,Common_English
blade,blade,Common_English
bottles,bottles,Common_English
bucks,bucks,Common_English
bulk,bulk,Common_English
camps,camps,Common_English
cargo,cargo,Common_English
census,census,Common_English
christianity,christianity,Common_English
coastal,coastal,Common_English
coin,coin,Common_English
colored,colored,Common_English
commentary,commentary,Common_English
congressional,congressional,Common_English
cried,cried,Common_English
customs,customs,Common_English
dealer,dealer,Common_English
deemed,deemed,Common_English
distant,distant,Common_English
electronics,electronics,Common_English
emerging,emerging,Common_English
emotion,emotion,Common_English
emphasis,emphasis,Common_English
ethics,ethics,Common_English
exploration,exploration,Common_English
fights,fights,Common_English
filling,filling,Common_English
filming,filming,Common_English
glasgow,glasgow,Common_English
graphics,graphics,Common_English
helen,helen,Common_English
humor,humor,Common_English
insight,insight,Common_English
invested,invested,Common_English
itd,itd,Common_English
jennifer,jennifer,Common_English
lit,lit,Common_English
louisiana,louisiana,Common_English
mar,mar,Common_English
marie,marie,Common_English
meals,meals,Common_English
mississippi,mississippi,Common_English
nerve,nerve,Common_English
netflix,netflix,Common_English
nightmare,nightmare,Common_English
operators,operators,Common_English
overnight,overnight,Common_English
partially,partially,Common_English
participating,participating,Common_English
platforms,platforms,Common_English
populations,populations,Common_English
poster,poster,Common_English
pr,pr,Common_English
practically,practically,Common_English
preserve,preserve,Common_English
produces,produces,Common_English
qualify,qualify,Common_English
raid,raid,Common_English
ram,ram,Common_English
ranging,ranging,Common_English
ranking,ranking,Common_English
receives,receives,Common_English
respective,respective,Common_English
restricted,restricted,Common_English
routes,routes,Common_English
samuel,samuel,Common_English
sandy,sandy,Common_English
scenario,scenario,Common_English
situated,situated,Common_English
slaves,slaves,Common_English
sony,sony,Common_English
spotted,spotted,Common_English
spreading,spreading,Common_English
stanley,stanley,Common_English
sustainable,sustainable,Common_English
sustained,sustained,Common_English
themes,themes,Common_English
threatening,threatening,Common_English
tobacco,tobacco,Common_English
trace,trace,Common_English
trapped,trapped,Common_English
turner,turner,Common_English
uncomfortable,uncomfortable,Common_English
wasted,wasted,Common_English
weakness,weakness,Common_English
widespread,widespread,Common_English
xbox,xbox,Common_English
accepting,accepting,Common_English
accessible,accessible,Common_English
acknowledge,acknowledge,Common_English
advised,advised,Common_English
advisory,advisory,Common_English
assignment,assignment,Common_English
balanced,balanced,Common_English
bare,bare,Common_English
bases,bases,Common_English
battles,battles,Common_English
bias,bias,Common_English
birmingham,birmingham,Common_English
bits,bits,Common_English
cancel,cancel,Common_English
ceiling,ceiling,Common_English
cherry,cherry,Common_English
chill,chill,Common_English
classification,classification,Common_English
clue,clue,Common_English
codes,codes,Common_English
cole,cole,Common_English
collapse,collapse,Common_English
collecting,collecting,Common_English
conscious,conscious,Common_English
consecutive,consecutive,Common_English
contents,contents,Common_English
costume,costume,Common_English
craig,craig,Common_English
deleted,deleted,Common_English
devoted,devoted,Common_English
displayed,displayed,Common_English
dominated,dominated,Common_English
earl,earl,Common_English
endless,endless,Common_English
escaped,escaped,Common_English
examine,examine,Common_English
floating,floating,Common_English
garbage,garbage,Common_English
gospel,gospel,Common_English
grain,grain,Common_English
grid,grid,Common_English
grows,grows,Common_English
heating,heating,Common_English
identification,identification,Common_English
knees,knees,Common_English
lap,lap,Common_English
lions,lions,Common_English
liver,liver,Common_English
metro,metro,Common_English
metropolitan,metropolitan,Common_English
mines,mines,Common_English
nominated,nominated,Common_English
parliamentary,parliamentary,Common_English
patent,patent,Common_English
perception,perception,Common_English
physician,physician,Common_English
portland,portland,Common_English
proceed,proceed,Common_English
proceedings,proceedings,Common_English
pupils,pupils,Common_English
reserved,reserved,Common_English
restore,restore,Common_English
rifle,rifle,Common_English
rival,rival,Common_English
rs,rs,Common_English
runner,runner,Common_English
sadly,sadly,Common_English
sc,sc,Common_English
shoulders,shoulders,Common_English
significance,significance,Common_English
sits,sits,Common_English
sizes,sizes,Common_English
slept,slept,Common_English
soap,soap,Common_English
spray,spray,Common_English
stored,stored,Common_English
stressed,stressed,Common_English
structural,structural,Common_English
suite,suite,Common_English
tbh,tbh,Common_English
tropical,tropical,Common_English
ukrainian,ukrainian,Common_English
unnecessary,unnecessary,Common_English
verse,verse,Common_English
victor,victor,Common_English
vintage,vintage,Common_English
warned,warned,Common_English
watson,watson,Common_English
acres,acres,Common_English
adapted,adapted,Common_English
adoption,adoption,Common_English
anonymous,anonymous,Common_English
antonio,antonio,Common_English
approaching,approaching,Common_English
artistic,artistic,Common_English
attendance,attendance,Common_English
aviation,aviation,Common_English
barrel,barrel,Common_English
beds,beds,Common_English
beloved,beloved,Common_English
bless,bless,Common_English
celebrating,celebrating,Common_English
charging,charging,Common_English
chemicals,chemicals,Common_English
chuck,chuck,Common_English
colonial,colonial,Common_English
comics,comics,Common_English
compliance,compliance,Common_English
contrary,contrary,Common_English
controlling,controlling,Common_English
corporations,corporations,Common_English
couch,couch,Common_English
countrys,countrys,Common_English
crush,crush,Common_English
dam,dam,Common_English
decrease,decrease,Common_English
defeated,defeated,Common_English
diabetes,diabetes,Common_English
dressing,dressing,Common_English
expanding,expanding,Common_English
fears,fears,Common_English
fires,fires,Common_English
genre,genre,Common_English
gentle,gentle,Common_English
grammar,grammar,Common_English
hiv,hiv,Common_English
idk,idk,Common_English
illustrated,illustrated,Common_English
invented,invented,Common_English
jake,jake,Common_English
jam,jam,Common_English
jamie,jamie,Common_English
jessica,jessica,Common_English
keith,keith,Common_English
kent,kent,Common_English
layers,layers,Common_English
lease,lease,Common_English
lens,lens,Common_English
licensed,licensed,Common_English
madison,madison,Common_English
magnetic,magnetic,Common_English
metres,metres,Common_English
monsters,monsters,Common_English
mysterious,mysterious,Common_English
notion,notion,Common_English
partial,partial,Common_English
piss,piss,Common_English
placing,placing,Common_English
propaganda,propaganda,Common_English
rat,rat,Common_English
reflection,reflection,Common_English
reminded,reminded,Common_English
resolve,resolve,Common_English
revolutionary,revolutionary,Common_English
scandal,scandal,Common_English
shine,shine,Common_English
si,si,Common_English
simultaneously,simultaneously,Common_English
substitute,substitute,Common_English
surveillance,surveillance,Common_English
tactics,tactics,Common_English
testimony,testimony,Common_English
thai,thai,Common_English
treasure,treasure,Common_English
tweet,tweet,Common_English
tyler,tyler,Common_English
underlying,underlying,Common_English
unfair,unfair,Common_English
villages,villages,Common_English
von,von,Common_English
wa,wa,Common_English
acceptance,acceptance,Common_English
accidents,accidents,Common_English
affects,affects,Common_English
annually,annually,Common_English
apologize,apologize,Common_English
appreciated,appreciated,Common_English
approached,approached,Common_English
arriving,arriving,Common_English
ash,ash,Common_English
aunt,aunt,Common_English
benjamin,benjamin,Common_English
blake,blake,Common_English
bubble,bubble,Common_English
buyers,buyers,Common_English
casino,casino,Common_English
charts,charts,Common_English
clouds,clouds,Common_English
connecting,connecting,Common_English
counsel,counsel,Common_English
creature,creature,Common_English
deadly,deadly,Common_English
decides,decides,Common_English
der,der,Common_English
desired,desired,Common_English
determination,determination,Common_English
embrace,embrace,Common_English
emerged,emerged,Common_English
exhibit,exhibit,Common_English
flew,flew,Common_English
gentleman,gentleman,Common_English
gm,gm,Common_English
halloween,halloween,Common_English
hitler,hitler,Common_English
hosting,hosting,Common_English
icon,icon,Common_English
imposed,imposed,Common_English
indigenous,indigenous,Common_English
infinite,infinite,Common_English
installation,installation,Common_English
inter,inter,Common_English
interactions,interactions,Common_English
introducing,introducing,Common_English
iranian,iranian,Common_English
kicking,kicking,Common_English
laying,laying,Common_English
legislature,legislature,Common_English
liability,liability,Common_English
maine,maine,Common_English
makers,makers,Common_English
manhattan,manhattan,Common_English
marvel,marvel,Common_English
michelle,michelle,Common_English
moreover,moreover,Common_English
mps,mps,Common_English
neil,neil,Common_English
organisations,organisations,Common_English
ours,ours,Common_English
paradise,paradise,Common_English
perceived,perceived,Common_English
pics,pics,Common_English
planes,planes,Common_English
politician,politician,Common_English
preliminary,preliminary,Common_English
presidency,presidency,Common_English
reaches,reaches,Common_English
react,react,Common_English
realistic,realistic,Common_English
remarks,remarks,Common_English
retain,retain,Common_English
roberts,roberts,Common_English
rocky,rocky,Common_English
russians,russians,Common_English
saints,saints,Common_English
scratch,scratch,Common_English
shade,shade,Common_English
sheets,sheets,Common_English
sheriff,sheriff,Common_English
shy,shy,Common_English
sometime,sometime,Common_English
spirits,spirits,Common_English
sporting,sporting,Common_English
strictly,strictly,Common_English
teens,teens,Common_English
thou,thou,Common_English
tier,tier,Common_English
tommy,tommy,Common_English
travelling,travelling,Common_English
vancouver,vancouver,Common_English
vocal,vocal,Common_English
warrior,warrior,Common_English
womans,womans,Common_English
worries,worries,Common_English
yield,yield,Common_English
accomplished,accomplished,Common_English
admission,admission,Common_English
adventures,adventures,Common_English
aka,aka,Common_English
appearing,appearing,Common_English
barrier,barrier,Common_English
belgium,belgium,Common_English
believing,believing,Common_English
blacks,blacks,Common_English
bombs,bombs,Common_English
burst,burst,Common_English
caps,caps,Common_English
casting,casting,Common_English
cattle,cattle,Common_English
cc,cc,Common_English
classroom,classroom,Common_English
collins,collins,Common_English
colours,colours,Common_English
compromise,compromise,Common_English
convenient,convenient,Common_English
costa,costa,Common_English
criminals,criminals,Common_English
crop,crop,Common_English
earthquake,earthquake,Common_English
elderly,elderly,Common_English
eliminate,eliminate,Common_English
embarrassing,embarrassing,Common_English
finest,finest,Common_English
grants,grants,Common_English
harvey,harvey,Common_English
hates,hates,Common_English
incidents,incidents,Common_English
inform,inform,Common_English
ion,ion,Common_English
jeremy,jeremy,Common_English
lesbian,lesbian,Common_English
lovers,lovers,Common_English
lt,lt,Common_English
mathematics,mathematics,Common_English
medication,medication,Common_English
minded,minded,Common_English
morris,morris,Common_English
norway,norway,Common_English
par,par,Common_English
podcast,podcast,Common_English
portfolio,portfolio,Common_English
productivity,productivity,Common_English
promoted,promoted,Common_English
protocol,protocol,Common_English
quietly,quietly,Common_English
rachel,rachel,Common_English
replacing,replacing,Common_English
responsibilities,responsibilities,Common_English
scholarship,scholarship,Common_English
screening,screening,Common_English
sends,sends,Common_English
smiling,smiling,Common_English
southeast,southeast,Common_English
stake,stake,Common_English
stating,stating,Common_English
strain,strain,Common_English
suspected,suspected,Common_English
swift,swift,Common_English
tackle,tackle,Common_English
tigers,tigers,Common_English
timeline,timeline,Common_English
torture,torture,Common_English
traded,traded,Common_English
translated,translated,Common_English
tricks,tricks,Common_English
twins,twins,Common_English
urgent,urgent,Common_English
vegetables,vegetables,Common_English
vertical,vertical,Common_English
violation,violation,Common_English
welsh,welsh,Common_English
workshop,workshop,Common_English
wrapped,wrapped,Common_English
aboard,aboard,Common_English
abstract,abstract,Common_English
accent,accent,Common_English
addiction,addiction,Common_English
associates,associates,Common_English
awake,awake,Common_English
beam,beam,Common_English
beans,beans,Common_English
binding,binding,Common_English
blank,blank,Common_English
buffalo,buffalo,Common_English
cbs,cbs,Common_English
commons,commons,Common_English
conservatives,conservatives,Common_English
contacts,contacts,Common_English
conviction,conviction,Common_English
corrupt,corrupt,Common_English
curve,curve,Common_English
depressed,depressed,Common_English
deserved,deserved,Common_English
dining,dining,Common_English
disorders,disorders,Common_English
duration,duration,Common_English
eddie,eddie,Common_English
emily,emily,Common_English
encouraging,encouraging,Common_English
farms,farms,Common_English
fifteen,fifteen,Common_English
flows,flows,Common_English
ga,ga,Common_English
genes,genes,Common_English
graduated,graduated,Common_English
grandmother,grandmother,Common_English
harsh,harsh,Common_English
heights,heights,Common_English
horn,horn,Common_English
hurry,hurry,Common_English
immune,immune,Common_English
inflation,inflation,Common_English
ingredients,ingredients,Common_English
inspection,inspection,Common_English
install,install,Common_English
instruction,instruction,Common_English
intensity,intensity,Common_English
inventory,inventory,Common_English
investigated,investigated,Common_English
invitation,invitation,Common_English
judicial,judicial,Common_English
justify,justify,Common_English
kyle,kyle,Common_English
lakes,lakes,Common_English
lean,lean,Common_English
libraries,libraries,Common_English
logical,logical,Common_English
mason,mason,Common_English
meaningful,meaningful,Common_English
missile,missile,Common_English
motivated,motivated,Common_English
muscles,muscles,Common_English
nancy,nancy,Common_English
norman,norman,Common_English
northwest,northwest,Common_English
nurses,nurses,Common_English
organ,organ,Common_English
patrol,patrol,Common_English
pearl,pearl,Common_English
peer,peer,Common_English
pile,pile,Common_English
plug,plug,Common_English
provision,provision,Common_English
releasing,releasing,Common_English
requiring,requiring,Common_English
revised,revised,Common_English
rod,rod,Common_English
scream,scream,Common_English
stairs,stairs,Common_English
staring,staring,Common_English
statistical,statistical,Common_English
sticks,sticks,Common_English
strangers,strangers,Common_English
succeeded,succeeded,Common_English
sweat,sweat,Common_English
switched,switched,Common_English
syrian,syrian,Common_English
tattoo,tattoo,Common_English
teenage,teenage,Common_English
tours,tours,Common_English
trauma,trauma,Common_English
vincent,vincent,Common_English
accordance,accordance,Common_English
acquire,acquire,Common_English
activist,activist,Common_English
activists,activists,Common_English
addresses,addresses,Common_English
alike,alike,Common_English
applicable,applicable,Common_English
arrow,arrow,Common_English
availability,availability,Common_English
aw,aw,Common_English
ba,ba,Common_English
bend,bend,Common_English
boundary,boundary,Common_English
breach,breach,Common_English
cabin,cabin,Common_English
cage,cage,Common_English
chancellor,chancellor,Common_English
cheers,cheers,Common_English
circles,circles,Common_English
closet,closet,Common_English
combine,combine,Common_English
companion,companion,Common_English
comparing,comparing,Common_English
consultant,consultant,Common_English
controller,controller,Common_English
corresponding,corresponding,Common_English
courtesy,courtesy,Common_English
cuba,cuba,Common_English
damages,damages,Common_English
demanding,demanding,Common_English
disc,disc,Common_English
dishes,dishes,Common_English
dozens,dozens,Common_English
eaten,eaten,Common_English
engaging,engaging,Common_English
fascinating,fascinating,Common_English
financing,financing,Common_English
fitted,fitted,Common_English
flexible,flexible,Common_English
gaining,gaining,Common_English
gentlemen,gentlemen,Common_English
goodness,goodness,Common_English
haven,haven,Common_English
homework,homework,Common_English
households,households,Common_English
hp,hp,Common_English
iconic,iconic,Common_English
infected,infected,Common_English
keen,keen,Common_English
kenya,kenya,Common_English
lesser,lesser,Common_English
liberals,liberals,Common_English
lip,lip,Common_English
mandatory,mandatory,Common_English
manufactured,manufactured,Common_English
mechanics,mechanics,Common_English
mere,mere,Common_English
miracle,miracle,Common_English
mt,mt,Common_English
mud,mud,Common_English
murphy,murphy,Common_English
nathan,nathan,Common_English
observation,observation,Common_English
operates,operates,Common_English
owe,owe,Common_English
permitted,permitted,Common_English
phenomenon,phenomenon,Common_English
pittsburgh,pittsburgh,Common_English
playoff,playoff,Common_English
precise,precise,Common_English
profession,profession,Common_English
prospect,prospect,Common_English
protective,protective,Common_English
providers,providers,Common_English
publisher,publisher,Common_English
putin,putin,Common_English
reportedly,reportedly,Common_English
retreat,retreat,Common_English
rookie,rookie,Common_English
seeks,seeks,Common_English
sentences,sentences,Common_English
separation,separation,Common_English
sexually,sexually,Common_English
ski,ski,Common_English
skilled,skilled,Common_English
sterling,sterling,Common_English
stuart,stuart,Common_English
theft,theft,Common_English
um,um,Common_English
understands,understands,Common_English
valve,valve,Common_English
visa,visa,Common_English
washing,washing,Common_English
adjacent,adjacent,Common_English
agreements,agreements,Common_English
appreciation,appreciation,Common_English
arabia,arabia,Common_English
athletic,athletic,Common_English
authorized,authorized,Common_English
banner,banner,Common_English
beijing,beijing,Common_English
blew,blew,Common_English
blocking,blocking,Common_English
brad,brad,Common_English
caribbean,caribbean,Common_English
charm,charm,Common_English
chasing,chasing,Common_English
complaining,complaining,Common_English
cookies,cookies,Common_English
cruel,cruel,Common_English
curriculum,curriculum,Common_English
deadline,deadline,Common_English
demanded,demanded,Common_English
dive,dive,Common_English
divide,divide,Common_English
easter,easter,Common_English
electoral,electoral,Common_English
eleven,eleven,Common_English
entity,entity,Common_English
excessive,excessive,Common_English
exercises,exercises,Common_English
feminist,feminist,Common_English
governing,governing,Common_English
ham,ham,Common_English
heal,heal,Common_English
ios,ios,Common_English
jewelry,jewelry,Common_English
journalism,journalism,Common_English
juan,juan,Common_English
julia,julia,Common_English
linear,linear,Common_English
mg,mg,Common_English
occasional,occasional,Common_English
oriented,oriented,Common_English
pete,pete,Common_English
pilots,pilots,Common_English
prayers,prayers,Common_English
predicted,predicted,Common_English
pressed,pressed,Common_English
preventing,preventing,Common_English
prof,prof,Common_English
provisions,provisions,Common_English
pursuit,pursuit,Common_English
rap,rap,Common_English
reflected,reflected,Common_English
reminder,reminder,Common_English
restored,restored,Common_English
resume,resume,Common_English
rev,rev,Common_English
richmond,richmond,Common_English
samsung,samsung,Common_English
scholars,scholars,Common_English
sealed,sealed,Common_English
sounded,sounded,Common_English
sri,sri,Common_English
streams,streams,Common_English
strongest,strongest,Common_English
tends,tends,Common_English
tribe,tribe,Common_English
unfortunate,unfortunate,Common_English
variable,variable,Common_English
victorian,victorian,Common_English
worrying,worrying,Common_English
xi,xi,Common_English
zones,zones,Common_English
ace,ace,Common_English
adjusted,adjusted,Common_English
alternate,alternate,Common_English
arrives,arrives,Common_English
artwork,artwork,Common_English
ashley,ashley,Common_English
attraction,attraction,Common_English
babe,babe,Common_English
bankruptcy,bankruptcy,Common_English
canon,canon,Common_English
capabilities,capabilities,Common_English
cared,cared,Common_English
catherine,catherine,Common_English
chains,chains,Common_English
closure,closure,Common_English
cognitive,cognitive,Common_English
competitors,competitors,Common_English
connecticut,connecticut,Common_English
convert,convert,Common_English
cooked,cooked,Common_English
ct,ct,Common_English
cups,cups,Common_English
deciding,deciding,Common_English
defender,defender,Common_English
dental,dental,Common_English
diplomatic,diplomatic,Common_English
divisions,divisions,Common_English
drum,drum,Common_English
editorial,editorial,Common_English
enabled,enabled,Common_English
entertaining,entertaining,Common_English
est,est,Common_English
establishing,establishing,Common_English
eternal,eternal,Common_English
freeze,freeze,Common_English
generic,generic,Common_English
grandma,grandma,Common_English
grip,grip,Common_English
handful,handful,Common_English
happily,happily,Common_English
hmm,hmm,Common_English
humble,humble,Common_English
hurting,hurting,Common_English
hybrid,hybrid,Common_English
intentions,intentions,Common_English
investing,investing,Common_English
lasting,lasting,Common_English
locally,locally,Common_English
loses,loses,Common_English
mild,mild,Common_English
minimal,minimal,Common_English
mixing,mixing,Common_English
molecular,molecular,Common_English
nearest,nearest,Common_English
neighbor,neighbor,Common_English
noon,noon,Common_English
nowadays,nowadays,Common_English
openly,openly,Common_English
overview,overview,Common_English
pairs,pairs,Common_English
palestinian,palestinian,Common_English
parish,parish,Common_English
pathetic,pathetic,Common_English
poems,poems,Common_English
possibilities,possibilities,Common_English
potter,potter,Common_English
preference,preference,Common_English
promising,promising,Common_English
proportion,proportion,Common_English
purchases,purchases,Common_English
rage,rage,Common_English
reflects,reflects,Common_English
respected,respected,Common_English
restoration,restoration,Common_English
selfish,selfish,Common_English
sergeant,sergeant,Common_English
throne,throne,Common_English
thy,thy,Common_English
urge,urge,Common_English
voter,voter,Common_English
warner,warner,Common_English
wasting,wasting,Common_English
witch,witch,Common_English
advantages,advantages,Common_English
ally,ally,Common_English
archives,archives,Common_English
array,array,Common_English
assisted,assisted,Common_English
backs,backs,Common_English
belly,belly,Common_English
booth,booth,Common_English
breakdown,breakdown,Common_English
bridges,bridges,Common_English
brutal,brutal,Common_English
calculated,calculated,Common_English
cam,cam,Common_English
centres,centres,Common_English
chapters,chapters,Common_English
citizenship,citizenship,Common_English
civilians,civilians,Common_English
conflicts,conflicts,Common_English
consensus,consensus,Common_English
declaration,declaration,Common_English
dennis,dennis,Common_English
derby,derby,Common_English
distinction,distinction,Common_English
donations,donations,Common_English
dragons,dragons,Common_English
draws,draws,Common_English
examined,examined,Common_English
facial,facial,Common_English
faithful,faithful,Common_English
fatal,fatal,Common_English
fig,fig,Common_English
fitting,fitting,Common_English
genuinely,genuinely,Common_English
hardest,hardest,Common_English
holland,holland,Common_English
honored,honored,Common_English
hunger,hunger,Common_English
implications,implications,Common_English
import,import,Common_English
